Ngo Name,Mobile No,Email,City
Prabhat Gramoudyog Sewa Sansthan,9411087087,prabhat.gramodhyog@gmail.com,"1509/1998-99, BAREILLY, UTTAR PRADESH"
Mizoram AYUSH Doctors Association,9862235327,mada@damdawi.in,"MSR 309 of 14.01.2010, Aizawl, MIZORAM"
Sudha Devi Shiksha Samiti,9568831968,sudhadssamiti@rediffmail.com,"219/2007-08, Aonla, UTTAR PRADESH"
Womens Arts and Cultural Association,9856343031,wacagaprv@gmail.com,"247 of 2009, Imphal East, MANIPUR"
MARA T T CHAKO AND ABRAHAM CHARITABLE TRUST,9436189599,mtca.charitabletrust@gmail.com,"D 100(M) DATED 19-05-2008, SAIHA, MIZORAM"
Jan Shikshan Sansthan,9437020756,jss_ctc@yahoo.co.in,"16015/165 of 2000-2001, CUTTACK, ORISSA"
New Hope Charitable Society,7838129393,NEWHOPEGIRLSHOMES@GMAIL.COM,"S-53234, Faridabad, HARYANA"
Manipur State Lairik Thiba Haiba Apunba Sava,9612152445,manisava14@gmail.com,"1539 of 1975, Imphal West, MANIPUR"
Shrimad Rajchandra Yuva satsang kendra,9978984838,kiranshahyuva@gmail.com,"E/3062/SABARKANTHA, Idar, GUJARAT"
NICE COMPUTER EDUCATIONAL SOCIETY,9440004009,badrinice@gmail.com,"425, RAMAYAMPET, ANDHRA PRADESH"
Ballygunge Rhythmosaic School and Dance Institute,9831224011,rhythmosaic@gmail.com,"72596, Kolkata, WEST BENGAL"
JAN SAHAYOG VIKASH TRUST,9737699478,jsvt.patan1@gmail.com,"F/2724/BK, GUJ/2737/BK, PATAN, GUJARAT"
Shree Ramana Maharishi Academy for the Blind,9482022973,mail@srmab.org.in,"S.100/1969-70, Bangalore, KARNATAKA"
Sunitha welfare Association,9743919811,sunitaujjawalagadag@gmail.com,"185/1994-95, Davangere, KARNATAKA"
Aastha Parivaar,9870378911,manager@aasthaaparivaar.org.in,"778/2009/GBBSD, Mumbai, MAHARASHTRA"
THE HELP CHARITABLE TRUST,9717009150,JINENDER.JAIN@THCT.ORG,"371, North West Delhi, DELHI"
janpad gramin seva sansthan,9304852486,anuragk261@gmail.com,"37, PATNA, BIHAR"
Parivartan Mahila Mandal Kutaranatti,9448963950,parivartanaktr@gmail.com,"DR.ROS.386/95-96, Belgaum, KARNATAKA"
Vasantha Lakshmi Charitable Trust and Research Center,9000114422,vasanthalakshmi1998@gmail.com,"82/98, Nellore, ANDHRA PRADESH"
federation of self help group,9039256265,fshgsociety@gmail.com,"01/01/01/17568/07, bhopal, MADHYA PRADESH"
NEW TECH EDUCATIONAL SOCIETY,8090860101,aditya3883@gmail.com,"k-41865, kannauj, UTTAR PRADESH"
JEEVAN VIKAS SANSTHA,9404584032,suman.c.kulbhaiyya@gmail.com,"MAH/264/93 AUR, Paithan, MAHARASHTRA"
Shanti Nandan Bauddha Welfare Society,8400238273,ubmaurya@snbws.org,"1083/2013-14, Jaunpur, UTTAR PRADESH"
Saathi Samaaj Utthan Welfare Society,9971763062,saathi.society@ymail.com,"193/2006-2007, , DELHI"
Ek Pahel B R Memorial Welfare Society,9760004809,ekpahelngo@gmail.com,"1539, Agra, UTTAR PRADESH"
DAYA BHARTI SEVA SANSTHAN,9431408777,dayabhartisevasansthan@gmail.com,"94/2014-2015, Muzaffarpur, BIHAR"
Ravicherla Integreted Development and Education Society,9848043265,noblenagesh@gmail.com,"272/1996, Vijayawada, ANDHRA PRADESH"
NUPUR,9861238767,nupurodisha@gmail.com,"3787-462, Bhubaneswar, ORISSA"
Gayatri memorial foundation,8963879930,gayatri.gmf@gmail.com,"S/572/SDM/NW/2011, Jaipur, RAJASTHAN"
SREENIKETAN CENTRE FOR SOCIAL DEVELOPMENT CHATHANNOOR P O  KERALA,9495995934,srndcollege@gmail.com,"Q190/89, Chathannoor, KERALA"
Champaran vikas samiti,9973036537,rupakamitkumar@gmail.com,"1253, Bettiah, BIHAR"
Utkarsh Foundation Society,9302325222,choprasunil99@gmail.com,"02/42/01/15226/11, Gwalior, MADHYA PRADESH"
RIT FOUNDATION,9735430560,ritfoundation@gmail.com,"IV-00008 OF 2011, ISLAMPUR, WEST BENGAL"
Generation Welfare Society,9863038313,generationind@gmail.com,"4613, Agartala, TRIPURA"
Soceity for Peoples Action for Development and Empowerment,9797854116,honeymathy34@gmail.com,"686-2007, Puducherry, PUDUCHERRY"
Bhabanipur Saptoprodip Sanskriti Society,9475365200,bhabanipur.saptoprodip@gmail.com,"S/1L/77961 of 2010-2011, Sainthia, WEST BENGAL"
TRUST FOR RURAL EDUCATION AND EMPOWERMENT,9578903141,treetrustpp@gmail.com,"5/2014, Sathyamangalam, TAMIL NADU"
Yumjao Lairembi Dramatic and Cultural Union,9856315463,rkslsth@gmail.com,"830/SR/W/2011 of 2011, Imphal , MANIPUR"
Womens Aspiration,9706300805,womensaspiration@yahoo.in,"KAM/240/A-7/388, guwahati, ASSAM"
Social Agriculture Children Education and Women Development Trust SACEWD,9159997997,sacewdtrust283@rediffmail.com,"283/97, Pudukkottai, TAMIL NADU"
RACHOTESHWAR RURAL MULTI SKILL DEVELOPMENT AND EDUCATION SOCIETY,9902066107,rrmd.edu@gmail.com,"GDG-S6-2014-15, GADAG, KARNATAKA"
Chandipur Unnyan Kendra,9433078824,cukendra@yahoo.com,"S/78346 of 1994 - 1995, Uluberia, WEST BENGAL"
Kshitij,9810824194,kshitij.t.group@gmail.com,"S-19672, Delhi, DELHI"
SUNDERBAI PHOOLCHANDJI ADARSH SHIKSHA SANSTHAN,9425075636,sbpassind@gmail.com,"IND/1403/93, Indore, MADHYA PRADESH"
project concern,8826879700,projectconcern@gmail.com,"S/58018, old Seema puri, DELHI"
Ahimsha Mahila Bal  Kalyan Swasthy Shiksha  Prasar Samiti,9755010717,ahimsango@gmail.com,"5263, Gwalior, MADHYA PRADESH"
Asian Public Sewa Parishad,9713654736,sameerkumar_apsp@rediffmail.com,"27446-96, Bhopal, MADHYA PRADESH"
Inchara Foundation,9972237711,preetham102@gmail.com,"MGC-400128-2008-09, Mangalore, KARNATAKA"
JAGRUTHI RURAL AND URBAN DEVELOPMENT SOCIETY,9059893329,jagruthi.nlg@gmail.com,"58/2010, NALGONDA, TELANGANA"
Hallo Swasti,9437928427,halloswosti2004@gmail.com,"17080/89  cor. to 23583/06, Cuttack, ORISSA"
CHILDREN CLUB OF INDIA,9600304643,childrenclub2013@gmail.com,"157/2013, Tirunelveli, TAMIL NADU"
Rani Mata Durgawati National Institute of Indigenous Tribal Development,9440066926,ranimata2005@gmail.com,"84/2005, Mankapur, ANDHRA PRADESH"
MOOK VADHIR VIDHLAYA,9720028154,deaf.dumbschoolmrtcantt@gmail.com,"1195/1969-70, MEERUT, UTTAR PRADESH"
Biswa Ma Tulasi Mahila Sangathan,9937536994,biswatulasi@rediffmail.com,"NPD-1939/14/149 of 2010-11, Sinapali, ORISSA"
Arunachal Pali Vidyapith Society,7005473293,apvssecretary@gmail.com,"SR/ITA/4, Chongkham, ARUNACHAL PRADESH"
Jan Maitri Kalpghati Yuva Samiti,9411350151,janmaitri@yahoo.com,"147-2009, joshimath, UTTARAKHAND"
Helan Kelar Viklang Seva Sansthan,9413823929,helankelarbhilwara@rediffmail.com,"108/1976-77, BHILWARA, RAJASTHAN"
BHARAT SEVASHRAM SANGHA TEOR UNIT,9593341436,bssteorunit@gmail.com,"5679 / 61 OF 1927-1928, BALURGHAT, WEST BENGAL"
SHRI SAI SEVABHAVI SANSTHA LATUR,9422176417,shrisaisevabhavisl@gmail.com,"MH/9720/LATUR, LATUR, MAHARASHTRA"
MADHUMATI MAHILA MANDAL LATUR,9421454707,hanmantkole@gmail.com,"MH/11716/LATUR, LATUR, MAHARASHTRA"
RURAL OUTRIGHT DEVELOPMENT SOCIETY,9334463225,rodsjharkhand@gmail.com,"392, MOSABONI, JHARKHAND"
Mahilakalyanevamgramothansamiti,8743018884,mkagsngo@gmail.com,"248/2002, shikohabad, UTTAR PRADESH"
ANANT JEEVAN FOUNDATION,9818629075,anantjeevanindia@gmail.com,"147, New Delhi, DELHI"
SOCIETY FOR SOCIAL TRANSFORMATION THROUGH NEIGHBOURHOOD CHILDREN AND YOUTH MOVEMENTS,8220704089,sstrancym@gmail.com,"188/2010, DINDIGUL, TAMIL NADU"
prathyusha charitable trust,9848507676,prathyushacharitabletrust@gmail.com,"100/2002, HYDERABAD, ANDHRA PRADESH"
akhil bhartiya manav sewa ashram,9452843800,abmsa.ashram@gmail.com,"1635/2002-2003, Allahabad, UTTAR PRADESH"
Swift Foundation,9419719002,swiftfoundation.org@gmail.com,"6628, Srinagar, JAMMU & KASHMIR"
PRESSMENS MULTIPURPOSE DEVELOPMENT ORGANISATION,9426431477,infopmdo@gmail.com,"GUJ/29/DAHOD, DAHOD, GUJARAT"
SOCIETY FOR EXPEDING VOLUNTARY ACTIONS,9439820715,seva.talcher@gmail.com,"ANL/1686/7, Talcher, ORISSA"
SAHAKAR EDUCATION AND SOCIAL WELFARE SOCIETTY EXAMBA,9686500583,sweetsexamba@gmail.com,"175/95-96, Chikodi, KARNATAKA"
Centre for advancement of rural empowerment,9862947547,centreforad@rediffmail.com,"5822 OF 1984, IMPHAL WEST, MANIPUR"
PARENTS ASSOCIATON FOR THE MENTALLY HANDICAPPED PERSONS KARIMNAGAR,9866983300,pamencap_knr@yahoo.co.in,"2806 of 1988, KARIMNAGAR, TELANGANA"
KRUSHI MITRA GRAMEEN ABHIVRUDHI SANSTHE,9342150266,km.sansthe@gmail.com,"DRL/S.Reg/SOR/BGM/574/2009-10, Gokak, KARNATAKA"
VILLAGE DEVELOPMENT AND ENVIRONMENTAL ORGANISATION,9442686742,vdeosalem@gmail.com,"193/2008, SALEM, TAMIL NADU"
GANDHIJI KUZHANDAIGAL PALLI SANGAM,9965484868,gkpsangam@gmail.com,"6/78, Papparapatti, TAMIL NADU"
All India Centre For Urban and Rural Development Uttarakhand,9458172797,aicurdsuuk@gmail.com,"s/15843, pithoragrah, UTTARAKHAND"
ADMIRETHEATRE,9907334035,Admiretheatre12@gmail.com,"01/01/01/25966/12, BHOPAL, MADHYA PRADESH"
Kabi Narasingh Matha Blind and Deaf School,9438250511,knmbdschool@rediffmail.com,"3077 of 1992-93, Ganjam, ORISSA"
BHARAT SEVASHRAM SANGHA BALURGHAT UNIT,9434668918,bssbalurghatunit@gmail.com,"5679 /61 , BALURGHAT, WEST BENGAL"
ARCHNA SEVA SANGH,9416564410,devendergahalyan143@gmail.com,"00072, PANIPAT, HARYANA"
SHANTI NIKETAN EDUCATION SOCIETY DIKADLA HARYANA,9896092526,rajbalagahalyan143@gmail.com,"0073, PANIPAT, HARYANA"
BEHALA BATAYAN,9433124362,behalabatayan@gmail.com,"S/1L81725/2011-2012, KOLKATA, WEST BENGAL"
Ramakrishna Mission Vivekananda Society,9471519971,jamshedpur@rkmm.org,"1917/3 (1909-10), Jamshedpur, JHARKHAND"
Environment and Social Welfare Society Khajuraho India,9425143654,eswsociety320@gmail.com,"SC 2707, Khajuraho, MADHYA PRADESH"
WIN FOUNDATION,8974058321,wfmanipur@gmail.com,"3232, Imphal, MANIPUR"
VASUDHA FOUDATION,9425139796,vasudhafoundation3682@gmail.com,"CG STATE-3682, Rajnadgaon, CHHATTISGARH"
ANIMAL AND HUMAN DEVELOPMENT SOCIAL WELFARE SOCIETY,9934458827,animalandhuman@yahoo.com,"605, Barbigha, BIHAR"
CENTRE STAGE KOLKATA,9474866672,dasswarup69@gmail.com,"S/1L/80612 of 2011-2012, KOLKATA, WEST BENGAL"
BHARAT SEVASHRAM SANGHA DOKRA BRANCH,9733973300,bssdokra@gmail.com,"5679 / 61 OF 1927-28, KHARAGPUR, WEST BENGAL"
GRAMIN VIKAS SANTHA PADALI,9420252205,graminvikassanstha@hotmail.com,"MAHA-389/09, F14475, AURANGABAD, MAHARASHTRA"
NEHRU BAL VIDHYA MINDAR SHIKSHA SAMITI,9928768468,neelverma@hotmail.com,"66/ALWAR/1987-88, ALWAR, RAJASTHAN"
RURAL WOMEN DEVELOPMENT TRUST,9894161950,rwdtalamelu@gmail.com,"426/2005, Salem, TAMIL NADU"
LIFECARE H,9778038181,lifecaretalcher@gmail.com,"2125/121/2002-2003, ANGUL, ORISSA"
DAWN Trust,9786660161,dawntrust@yahoo.co.in,"23/96, Perambalur, TAMIL NADU"
NGO PARADISE,9854949948,mhbarbhuiya.2012@gmail.com,"HAI/248/B/43, HAILAKANDI, ASSAM"
shri yogini social welfare trust,9924628304,shriyoginisocialwelfaretrust@gmail.com,"E/5735/Ahmedabad, AHMEDABAD, GUJARAT"
KARNATAKA MAHILA YAKSHAGANA,9448074540,kmybangalore@gmail.com,"1072/2000-01, BANGALORE, KARNATAKA"
CREATIVE CULTURAL YOUTH ACADEMY,8147864465,ccyamc@gmail.com,"BNG(U)BYP/34/2014-2015, BANGALORE, KARNATAKA"
BUNDELKHAND MAHILA SANSTHAN,9838584177,bundelkhandmp@gmail.com,"405, ORAI, UTTAR PRADESH"
Abhinaya Rang Manch,7404502740,abhinayahisar@gmail.com,"HR01220140640, Hisar, HARYANA"
PURVANCHAL VIKAS SANSTHAN MAU,9451834244,pvs2007mau@gmail.com,"1141/2006-2007, MAU, UTTAR PRADESH"
THE WAY TRUST,9473251363,theway.s.a.i@gmail.com,"3407, MUZAFFARPUR, BIHAR"
UPASANA EDUCATION TRUST,9437211740,upasanaskillhub@gmail.com,"886, Bhubaneswar, ORISSA"
lakshya gramin vikas sanstha,9958186902,gramin07@gmail.com,"117, faridabad, HARYANA"
AL SHIFA MINORITY INSTITUTIONS FOR MENTALLY RETARDED AND OLD AGED,9440503702,kadapamr@gmail.com,"1197, CUDDAPAH, ANDHRA PRADESH"
CHURCH OF CHRIST WELFARE SOCIETY,9701870735,peterd.truth157@gmail.com,"157, KOLLIPARA, ANDHRA PRADESH"
Bhartiya Gram Sudhar Samiti,,parveen1980@gmail.com,"949, Rohtak, HARYANA"
Samaj Vikas Samiti Delhi,9911904915,svsngo1996@gmail.com,"S30181, Delhi, DELHI"
Koshish ek Asha,9418935174,bansal.swati436@gmail.com,"Rampur-g.a(39)/2013, RAmpur Bsr, HIMACHAL PRADESH"
SUBHAM SOCIETY,7002577300,prajnan.sarma021@gmail.com,"KAM/240/A-5/13, Guwahati, ASSAM"
Association For Social Devolopment And Research Institute For  Social Welfare,9455040017,spt107@rediffmail.com,"792/1996-97, AMBEDKAR NAGAR, UTTAR PRADESH"
Whizz Educational and Technical Organization,8967917586,wetongo2011@gmail.com,"S/00508-NE/2011, Delhi, DELHI"
Ayukua Sakti,9088269529,ayukuasakti@gmail.com,"IV04848, 14, Rampurhat, WEST BENGAL"
GRAMIN MAHILA KALYAN SAMITI,9918000320,gmksindia@gmail.com,"1268/2006-07, BASTI, UTTAR PRADESH"
Krishna Kumar Chatterjee Memorial Association,9433032297,workforkkc@gmail.com,"S/1L/68817 of 2009-10, Kolkata, WEST BENGAL"
mansha,9470278581,mansa588@yahoo.in,"1070, Kaimur, BIHAR"
SAHANA RURAL DEVELOPMENT SOCIETY SOPPADLA,8884783842,sahanango7@gmail.com,"DR/SOR/53/98-99, BELGAUM, KARNATAKA"
Omashram Trust Old Age Care,9483537475,reachgeetashankar@gmail.com,"276, Bangalore, KARNATAKA"
Amateur Soft Tennis Federation of India,9327050344,softtennisindia@yahoo.co.in,"F 8991 Ahmedabad, Ahmedabad, GUJARAT"
Live With Smile Welfare Society,9026543467,nigaryasin02@gmail.com,"2435/2013-2014, Lucknow, UTTAR PRADESH"
JAN JAGRTI SOCIETY CHANDIGARH,9988592119,mrverma2119@gmail.com,"3681, CHANDIGARH, CHANDIGARH"
TOUCHING HEART,9861164102,touchingheart87@gmail.com,"23526/62, BHUBANESWAR, ORISSA"
DURGAPUR EMKAYS SOCIETY OF EDUCATION AND WELFARE,9749131269,emkays2010@gmail.com,"S/IL/80766, DURGAPUR, WEST BENGAL"
Bharat Sevashram Sangha Suri,9475075446,bss.suri1@gmail.com,"5679/61., Suri, WEST BENGAL"
SANTHA,,santha_sathi@yahoo.co.in,"625/2003-2004, LUCKNOW, UTTAR PRADESH"
ARUNODAY BAHUUDDESHIYA GRAMIN VA SHAHARI VIKAS SANSTHA,9604456424,iloveyouarun143@gmail.com,"MH/84/2012/PARBHANI, Parbhani, MAHARASHTRA"
Institute of Rural Credit and Entrepreneurship Development,9422407929,kulkarnikiran16@gmail.com,"MS/134/94 (R), SANGLI, MAHARASHTRA"
CPWD Officers Wives Association,9250181317,prez.cpwdowa@gmail.com,"7849, Delhi, DELHI"
Prabhata Sindhuri Educational Society,9392227337,prabhatasindhuri@gmail.com,"7 of 2012, GUNTUR, ANDHRA PRADESH"
CHAITANYA URBAN AND RURAL DEVELOPMENT SAMSTHE,9986284634,curds.blh@gmail.com,"DR/ROS/36/1994-95, Belgaum, KARNATAKA"
DUARSER APANJAN,9735064984,info@duarserapanjan.org,"S/1L/6310, ALIPURDAUR, WEST BENGAL"
Mahima Career Institute,9721785638,MAHIMACAREERINSTITUTE.LKO@GMAIL.COM,"1534/1997-1998, Lucknow, UTTAR PRADESH"
SHRI RADHASOAMI BAHUDDESHIYA VIKAS MANDAL,9404381004,sundongrea7@gmail.com,"Maha / 12432 / Latur, latur, MAHARASHTRA"
SPARSHA ODISHA,9937742807,sparashaodisha@gmail.com,"bls-8898-88-2010-11, BALASORE, ORISSA"
AL EDUCATION AND CHARITABLE TRUST,9943341012,alectvtp2010@gmail.com,"660/2010, SALEM, TAMIL NADU"
MAA SHARDA LOK KALA MANCH,9406152315,maasharda150708@yahoo.com,"09, Jagdalpur, CHHATTISGARH"
Community Outreach Programme,9819592044,info@corpindia.org,"Bom-338/77, Mumbai, MAHARASHTRA"
VEDANTI BAHUDDESHIYA SANTHA ANDHALI,9637276195,milinddongare33@gmail.com,"MH/379/2006-GAD, KURKHEDA, MAHARASHTRA"
GRAMIN MAHILA KALYAN SAMITI FATEHPUR,9928136811,ashok.kanwani@gmail.com,"8/ALWAR/1989-90, ALWAR, RAJASTHAN"
NATAKER DALL,9432092129,natakerdall@gmail.com,"S/59880, KOLKATA, WEST BENGAL"
OSTARD,9938417246,ostardodisha@gmail.com,"19881/109/95-96, Cuttack, ORISSA"
WORLD FORUM FOR JOURNALISTS AND WRITERS,9830254844,wfjw.org@gmail.com,"S/1L/89146, KOLKATA, WEST BENGAL"
INDIRA SOCIAL WELFARE ORGANISATION,9937462339,puspanjaliiswodkl@gmail.com,"DKL-2111/149 OF 1989-90, DHENKANAL, ORISSA"
Bharti vikas sansthan,9829009006,bhartivikassansthanindia@gmail.com,"04, jaipur, RAJASTHAN"
swargiya vidhi narayan shukla kisan vidyalaya samiti,9415676049,urmkisan01@gmail.com,"713/2008-09, allahabad, UTTAR PRADESH"
Tirhut Samagra Vikas Parishad,9973258224,tir_svp@rediffmail.com,"533/1992-93, Muzaffarpur, BIHAR"
Suraj Foundation,7768003827,lanant143@surajfoundation.org.in,"E-3414-PUNE, Sangli, MAHARASHTRA"
Baba Paramhans Charitable Trust,9451778659,bbpslko@gmail.com,"ragistar no- 5310, Lucknow, UTTAR PRADESH"
AMUDHA SURABI SEVAI MAIYAM,9943091291,amudhasurabi.ngo@gmail.com,"130/2005, dharmapuri, TAMIL NADU"
Communication Management Foundation,9810355350,mail@cmfindia.in,"S. 33546, New Delhi, DELHI"
Jeevantirth,9898110897,jeevantirth@gmail.com,"F/499/Gandhinagar, Gandhinagar, GUJARAT"
Souptik Natya Sanstha,9433367651,rajibkalyani2012@gmail.com,"S/1L/57891, Kalyani, WEST BENGAL"
Bhor Society Ramnagar Nainital,9528796559,sanjayrikhari@hotmail.com,"05716ha, Ramnagar, UTTARAKHAND"
SAHYOG EDUCATIONALAND SOCIAL WELFARE CGARITABLE TRUST,9911828993,ramavtargupta2014@gmail.com,"3698/2013, SANGAM VIHAR, DELHI"
Prerna Samiti,9450645362,prernasamiti.lko@gmail.com,"5383, Lucknow, UTTAR PRADESH"
Dhulagori Mahila Samity,9903971380,dhulogorimahilasamity@gmail.com,"S/18321, Dhulagori, WEST BENGAL"
MAHAN Trust,9423118877,drsatav@rediffmail.com,"F-3611, Dharni, MAHARASHTRA"
Charitable Welfare Society For Humankind And Animals,9406543115,neelamkaur10@gmail.com,"23020/11, Bhopal, MADHYA PRADESH"
Human Wave,9831387317,tapas.sur@gmail.com,"S/92114, Chandernagore, WEST BENGAL"
PEACE MEADOW CHARITABLE TRUST,9447871285,peacemeadowct@gmail.com,"315/IV/2013, Kozhikode, KERALA"
SIDDHI,9868046581,siddhingo@gmail.com,"S/001085-NE/2012, Delhi, DELHI"
Natyadeepa,9040224080,natyadeepa@gmail.com,"21784/218, KONARK, ORISSA"
inbuilt youth organization,8057098023,inbuiltyouthorganization@gmail.com,"1024/2014, DELHI, DELHI"
Mata Adishakti Samajik Pratishthan,9422264504,aadishaktingo555@gmail.com,"Mh.10836.Dhule, Kuruswade, MAHARASHTRA"
SANKALP CHARITABLE TRUST,9429825996,sankalpeducationinstitute@gmail.com,"E/6034/KHEDA, KAPADWANJ, GUJARAT"
Asim Samaj Seva Sansthan,9719129019,asimsssansthan@rediffmail.com,"2252/1979-80, RAMPUR, UTTAR PRADESH"
HARNDANGA RAMKRISHNA VIVEKANANDA SANGHA,9733703228,harindanga_ramkrishna@yahoo.in,"S/54035, Kolkata, WEST BENGAL"
sambandh vikas samaajik sanstha,9421570127,mandekarg@yahoo.com,"maha/12254/dhule, Dhule, MAHARASHTRA"
Maulik Foundation,9461308400,maulikfoundation@rediffmail.com,"394/2010, jaipur, RAJASTHAN"
NIRMAL TAKHAT BABA BUDHA SAHIB CHARITABLE TRUST,9815006111,hiralakhikanta@gmail.com,"10516, JALANDHAR, PUNJAB"
HALDER INSTITUTE OF CAREER MAKING,9874451824,secretaryhicm@gmail.com,"S/1L/57759, KOLKATA, WEST BENGAL"
GRAMA VIKAS VOLUNTARY ORGANISATION,8790873474,gvkmm95@gmail.com,"1011, SATHUPALLI, TELANGANA"
JANAKALYAN SAMITEE KENDRAPARA,9439437737,jkssanjukta@gmail.com,"KNP-1974-62, KENDRAPARA, ORISSA"
North East Artisans Forum,9774615044,neaf_manipur@yahoo.in,"3463/M/SR/1981, Imphal East, MANIPUR"
sharda mahila mandal,9755010717,ngosharda@gmail.com,"18654, gwalior, MADHYA PRADESH"
Shree Kankesh Jan Kalyan Samiti,9754018888,Shree.JKS11@yahoo.com,"01/01/01/24497/11, Bhopal, MADHYA PRADESH"
Govinda Pradhan Smruti Sansad,9438251126,gpss12345@rediffmail.com,"GJM-1589/1991-92, Berhampur, ORISSA"
SEVAITamil Nadu,9443703598,trysevai@gmail.com,"30/84, Tiruchirapalli, TAMIL NADU"
The Manipur Rural Service Association,9612132894,sanajaobach@gmail.com,"2806 of 1993, Imphal East, MANIPUR"
MAYANK YUVA MANDAL,9889512126,mayank2012youa@rediffmail.com,"1585/2009-2010, ALLAHABAD, UTTAR PRADESH"
MANAB KALYAN KHADI GRAMODYOG SAMITY,9732188020,mkkgs.ngo@gmail.com,"S/57592 OF 1987-88, Mallarpur, WEST BENGAL"
United Rural Artisans Cooperative Society Ltd,8486081721,uracsltd2016@rediffmail.com,"D-KA/21 OF 2007-08, Diphu, ASSAM"
Nirupadhi Foundation,9818952011,nirupadhi.foundation@gmail.com,"48, New Delhi, DELHI"
RASTRIYA GRAMANCHAL SEBA SAMITI,9437027391,rgssdkl@gmail.com,"4655/24 OF 1998-99, DHENKANAL, ORISSA"
KALA SAMAY SANSKRITI SIKSHA OUR SAMAJ SEWA SAMITI,9425678058,kalasamayngo@outlook.com,"01/01/01/26174, BHOPAL, MADHYA PRADESH"
DESAJ RANG MANDAP SOCIETY,9425600454,rangmandap8@gmail.com,"01/01/01/24551, BHOPAL, MADHYA PRADESH"
BHUPALPALLY AMRUTHA VARSHINI AKSHARA SWACHANDA SEVA SOCIETY,9701964533,bavassswgl@gmail.com,"620, BHUPALPALLY, ANDHRA PRADESH"
Noor Educational and welfare society,8738888835,ashrafulbarkaat@gmail.com,"2039-2009-2010, malihabad, UTTAR PRADESH"
Swamivivekanand Yuvak Mandal,9825844410,swamivivekanandyuvakmandal2711@gmail.com,"9/2001-02, DAMAN, DAMAN & DIU"
Youth Action Force Daman and Diu,9825844410,youthactionforcedamandiu@gmail.com,"06/2006, Daman, DAMAN & DIU"
Aakansha Samiti,9718501391,balwant_aakansha_samiti@yahoo.com,"s/26373, Delhi, DELHI"
Adalat Pandey Sewa Sanshthan,9455060664,adalt.pandey198@gmail.com,"1277, Naugarh, UTTAR PRADESH"
RAVINDRA NATH TAGORE VIDYALA SAMITI BHUPSERA,9829937740,rajdhaniemitra@gmail.com,"92/ALWAR/88-89, ALWAR, RAJASTHAN"
Himalayan Educational Society,9002728966,mailtohes@gmail.com,"1436, Namchi, SIKKIM"
SHRI KEDARESHWAR BAHUUDDESHIYA SEVABHAVI SANSTHA UKHALI BK TQ SONPETH DIST PARBHANI,9921650911,sachin5554@gmail.com,"F-12334, Gangakhed, MAHARASHTRA"
BHAGAT SINGH GRAMIN VIKAS SANSTHAN,9452320618,bhagatsinghspn242001@rediffmail.com,"753, SHAHJAHANPUR, UTTAR PRADESH"
Community Development Organisation  Trust,9345214404,varadharaj1957@gmail.com,"263/2006, Sattur, TAMIL NADU"
FOUNDATION FOR LOW INCOME GROUP AND SOCIAL HEALTH,9443500192,flashpondicherry@gmail.com,"490/1996, PONDICHERRY, PUDUCHERRY"
Shivani Mahila Sangathan,8455990926,smssinapali@rediffmail.com,"NPD-1944/19/19 of 2010-11, Sinapali, ORISSA"
Voluntary Agency for Social Action,9438301565,vasango95@gmail.com,"KRD6375-57, Bhubaneswar, ORISSA"
Institute for National Development Integration and Awareness,7765806393,india3195@gmail.com,"S/27234, Patna, BIHAR"
ECONOMIC VISION,8414978930,dkmanipur@gmail.com,"2A OF 2009, MOREH, MANIPUR"
STANDARD EDUCATION SOCIETY,9448533476,ses2014a@gmail.com,"S.No.487/79-80, Bangalore, KARNATAKA"
PARIVARTAN SANSTHA SUMTHANA,9421372018,parivartan40@yahoo.co.in,"F5783 LATUR, AHMEDPUR, MAHARASHTRA"
JENNYS EDUCATIONAL AND CHARITABLE TRUST,9443207802,jennysinfocom@gmail.com,"1197/2010, SALEM, TAMIL NADU"
Wama Shakti Vahini,9931470900,wamasaktivahini.cbo@gmail.com,"563, Muzaffarpur, BIHAR"
Directway,99314070900,directwaymuz@yahoo.com,"947, Muzaffarpur, BIHAR"
Centre for Promotion of equal Rights,9442442287,aaddhy@gmail.com,"182, Vriddhachalam, TAMIL NADU"
AGRICULTURAL CONSULTANCY AND RURAL DEVELOPMENT INSTITUTE,7541865329,ngo.manojaccordi@gmail.com,"169, RANCHI, JHARKHAND"
TURANG ANNAPURNA TARUN CLUB,7872627292,turangannapurnatarunclub@gmail.com,"S/61971, PURULIA, WEST BENGAL"
Society for Advancement of Hilly Tribal and Rural Areas,9334681855,hillytribal1996@gmail.com,"S/29505, Patna, BIHAR"
society for people education and economic deveolpment,9442258146,snagarajan0706@gmail.com,"69/1994, kurinjipadi, TAMIL NADU"
BHUMIKA,9708384202,bhumikavihar@gmail.com,"241/91-92, Patna, BIHAR"
Foundation for Integral Human Advancement,9430511794,humanadvancement96@gmail.com,"S/29504, Patna, BIHAR"
